Word,Frequency,Rank
carriage,93,1779
"waters,",93,1780
minister,93,1781
innocent,92,1782
pitched,92,1783
"clothes,",92,1784
thither,92,1785
imagine,92,1786
door.,92,1787
complete,92,1788
french,92,1789
hot,92,1790
"look,",92,1791
pour,92,1792
dreadful,92,1793
somehow,92,1794
glass,92,1795
ordinary,92,1796
boats,91,1797
sky,91,1798
"lady,",91,1799
enemy,91,1800
prayer,91,1801
bent,91,1802
cross,91,1803
prove,91,1804
opening,91,1805
highly,91,1806
height,91,1807
completely,91,1808
people:,91,1809
touching,91,1810
finished,91,1811
measure,91,1812
wonderful,90,1813
superior,90,1814
incense,90,1815
scattered,90,1816
takes,90,1817
amid,90,1818
accept,90,1819
continually,90,1820
expect,90,1821
confidence,90,1822
"money,",90,1823
christ.,90,1824
latter,90,1825
"end,",90,1826
showed,90,1827
heere,90,1828
food,90,1829
brutus,90,1830
"die,",90,1831
strike,90,1832
"arose,",90,1833
tribes,90,1834
whereof,90,1835
grave,89,1836
throw,89,1837
"high,",89,1838
"""they",89,1839
verily,89,1840
water.,89,1841
prevent,89,1842
falling,89,1843
persuaded,89,1844
opposite,89,1845
"""so",89,1846
possession,89,1847
speake,89,1848
laughed,89,1849
convinced,89,1850
tears,89,1851
increase,89,1852
dust,89,1853
thrust,89,1854
hand;,89,1855
bringing,89,1856
day:,89,1857
possibly,89,1858
judged,89,1859
proved,88,1860
besides,88,1861
"river,",88,1862
know.,88,1863
pointed,88,1864
cattle,88,1865
myself.,88,1866
willoughby,88,1867
resolved,88,1868
royal,88,1869
was.,88,1870
whaling,88,1871
heavenly,88,1872
"sin,",88,1873
side.,88,1874
telling,88,1875
age,88,1876
remnant,88,1877
"knightley,",88,1878
threescore,88,1879
here.,88,1880
obey,88,1881
actually,87,1882
doe,87,1883
there;,87,1884
fail,87,1885
hurt,87,1886
"mine,",87,1887
committed,87,1888
hoped,87,1889
"ways,",87,1890
"""very",87,1891
"besides,",87,1892
highest,87,1893
mention,87,1894
"window,",87,1895
"case,",87,1896
week,87,1897
breadth,87,1898
walter,87,1899
considerable,87,1900
morrow,86,1901
jonathan,86,1902
move,86,1903
fly,86,1904
"""no,""",86,1905
"""mr.",86,1906
utmost,86,1907
day;,86,1908
refuse,86,1909
perceived,86,1910
square,86,1911
surprise,86,1912
meaning,86,1913
fiery,86,1914
"temple,",86,1915
waves,86,1916
bought,86,1917
sail,86,1918
race,86,1919
city.,86,1920
twice,86,1921
"round,",86,1922
spring,85,1923
important,85,1924
"""i'm",85,1925
swift,85,1926
surprised,85,1927
gentlemen,85,1928
circumstance,85,1929
"saith,",85,1930
steady,85,1931
heed,85,1932
fetch,85,1933
commit,85,1934
"abraham,",85,1935
willing,85,1936
entering,85,1937
us:,85,1938
curiosity,85,1939
tenth,85,1940
persons,85,1941
ever:,85,1942
extraordinary,85,1943
walls,85,1944
loss,85,1945
"when,",85,1946
"boat,",84,1947
continual,84,1948
empty,84,1949
famous,84,1950
"went,",84,1951
advantage,84,1952
"mountains,",84,1953
"brown,",84,1954
naked,84,1955
"written,",84,1956
nine,84,1957
joab,84,1958
sea;,84,1959
clothed,84,1960
utter,84,1961
"fact,",84,1962
"levites,",84,1963
people;,84,1964
sisters,84,1965
"nature,",84,1966
labour,84,1967
confess,83,1968
"gate,",83,1969
reproach,83,1970
one;,83,1971
harriet's,83,1972
"nay,",83,1973
mock,83,1974
reach,83,1975
all;,83,1976
sheep,83,1977
future,83,1978
ship's,83,1979
army,83,1980
drop,83,1981
up;,83,1982
couldn't,83,1983
hosts,83,1984
"arm,",83,1985
created,83,1986
comfortable,83,1987
liked,83,1988
doeth,83,1989
march,83,1990
"enemies,",83,1991
another.,83,1992
"elton,",83,1993
ends,83,1994
agreeable,82,1995
this.,82,1996
ourselves,82,1997
"or,",82,1998
opportunity,82,1999
carrying,82,2000
smoke,82,2001
"while,",82,2002
"stubb,",82,2003
sprang,82,2004
canst,82,2005
quickly,82,2006
reward,82,2007
youth,82,2008
thinks,82,2009
"anger,",82,2010
leaning,82,2011
"righteousness,",82,2012
"it?""",82,2013
music,82,2014
souls,81,2015
hanging,81,2016
middleton,81,2017
down.,81,2018
handsome,81,2019
blessing,81,2020
ephraim,81,2021
spare,81,2022
"believe,",81,2023
dinner,81,2024
beloved,81,2025
commandments,81,2026
jeroboam,81,2027
signs,81,2028
violent,81,2029
smiling,81,2030
feet.,81,2031
"""in",81,2032
watching,81,2033
smallest,81,2034
go.,81,2035
beg,81,2036
solid,80,2037
"thoughts,",80,2038
hand:,80,2039
pursued,80,2040
outside,80,2041
whale.,80,2042
hence,80,2043
effect,80,2044
home.,80,2045
otherwise,80,2046
selfe,80,2047
"gone,",80,2048
mouth.,80,2049
sensible,80,2050
ocean,80,2051
"ma'am,",80,2052
share,80,2053
"prophets,",80,2054
favourite,80,2055
henceforth,80,2056
society,80,2057
considering,80,2058
atonement,79,2059
one's,79,2060
hearkened,79,2061
pull,79,2062
step,79,2063
entire,79,2064
slight,79,2065
sooner,79,2066
adam,79,2067
(as,79,2068
exceedingly,79,2069
forest,79,2070
"strong,",79,2071
conduct,79,2072
anybody,79,2073
established,79,2074
upper,79,2075
"stones,",79,2076
beseech,79,2077
"hill,",79,2078
bringeth,79,2079
final,78,2080
"answer,",78,2081
hills,78,2082
"horses,",78,2083
companion,78,2084
thanks,78,2085
camp,78,2086
moving,78,2087
police,78,2088
"aye,",78,2089
"john,",78,2090
"""why",78,2091
"eat,",78,2092
mentioned,78,2093
breaking,78,2094
right.,78,2095
morning.,78,2096
sight.,78,2097
"added,",78,2098
"near,",78,2099
it!,78,2100
exceeding,78,2101
attempt,78,2102
salvation,78,2103
"""she",78,2104
fool,77,2105
"girl,",77,2106
"least,",77,2107
choice,77,2108
firstborn,77,2109
words.,77,2110
i.,77,2111
count,77,2112
friend.,77,2113
"alice,",77,2114
evan,77,2115
turns,77,2116
boys,77,2117
lives,77,2118
"street,",77,2119
beheld,77,2120
dead.,77,2121
ground.,77,2122
stands,77,2123
stretch,76,2124
sell,76,2125
heare,76,2126
"made,",76,2127
crowd,76,2128
guess,76,2129
consumed,76,2130
this?,76,2131
"""your",76,2132
hurried,76,2133
fury,76,2134
moby,76,2135
rent,76,2136
"""then",76,2137
duke,76,2138
"sheep,",76,2139
returning,76,2140
weather,76,2141
thousands,76,2142
desolate,76,2143
o'er,76,2144
influence,76,2145
hated,76,2146
sister's,76,2147
"battle,",76,2148
thou?,76,2149
heaven;,76,2150
"little,",76,2151
"replied,",76,2152
oft,75,2153
also.,75,2154
truth.,75,2155
frightened,75,2156
"whales,",75,2157
increased,75,2158
crew,75,2159
"poor,",75,2160
"""don't",75,2161
sword.,75,2162
satan,75,2163
"sleep,",75,2164
deny,75,2165
birds,75,2166
hidden,75,2167
upright,75,2168
strangers,75,2169
way;,75,2170
private,75,2171
see.,75,2172
steps,75,2173
"hair,",75,2174
own.,75,2175
"mary,",75,2176
neck,75,2177
search,75,2178
working,74,2179
coat,74,2180
risen,74,2181
journey,74,2182
shouldest,74,2183
emma's,74,2184
gold.,74,2185
jordan,74,2186
russell,74,2187
wast,74,2188
london,74,2189
men;,74,2190
taketh,74,2191
history,74,2192
alive,74,2193
clothes,74,2194
salt,74,2195
"jennings,",74,2196
house:,74,2197
life;,74,2198
songs,73,2199
duty,73,2200
acts,73,2201
temper,73,2202
attachment,73,2203
spot,73,2204
rivers,73,2205
wondrous,73,2206
"stranger,",73,2207
value,73,2208
rod,73,2209
dream,73,2210
god's,73,2211
messengers,73,2212
"drink,",73,2213
nice,73,2214
exeunt.,73,2215
offering:,73,2216
"age,",73,2217
wives,73,2218
ones,73,2219
eating,73,2220
branches,73,2221
more;,72,2222
hopes,72,2223
shed,72,2224
ruler,72,2225
therein,72,2226
pequod,72,2227
corn,72,2228
devour,72,2229
moses.,72,2230
charged,72,2231
"honour,",72,2232
bloody,72,2233
"stone,",72,2234
land:,72,2235
note,72,2236
sunday,72,2237
"princes,",72,2238
st.,72,2239
wickedness,72,2240
perceive,72,2241
"else,",72,2242
trespass,72,2243
plainly,72,2244
marriage,72,2245
weight,72,2246
"disciples,",72,2247
anointed,72,2248
add,72,2249
vp,72,2250
seventy,72,2251
consequence,72,2252
selah.,72,2253
dangerous,71,2254
say.,71,2255
hither,71,2256
proof,71,2257
well;,71,2258
below,71,2259
heaven's,71,2260
"judgment,",71,2261
spend,71,2262
enjoy,71,2263
james,71,2264
stronger,71,2265
odd,71,2266
difficulty,71,2267
"town,",71,2268
interrupted,71,2269
i'd,71,2270
fortune,71,2271
god?,71,2272
"pharaoh,",71,2273
glorious,71,2274
armed,71,2275
"prophet,",71,2276
winds,71,2277
work.,71,2278
aware,71,2279
bore,71,2280
companions,71,2281
sware,71,2282
prophesy,71,2283
us?,71,2284
here's,71,2285
"matter,",71,2286
continue,71,2287
glance,71,2288
"stood,",70,2289
queer,70,2290
end.,70,2291
ahab's,70,2292
light.,70,2293
writing,70,2294
gospel,70,2295
"daughters,",70,2296
captivity,70,2297
"returned,",70,2298
"north,",70,2299
cease,70,2300
"jordan,",70,2301
weary,70,2302
dread,70,2303
"captain,",70,2304
law.,70,2305
"deck,",70,2306
seated,70,2307
"saw,",70,2308
firm,70,2309
disposed,70,2310
slept,70,2311
brandon,69,2312
reading,69,2313
afterward,69,2314
"glory,",69,2315
box,69,2316
flowers,69,2317
"""who",69,2318
"ear,",69,2319
"wise,",69,2320
troubled,69,2321
starbuck,69,2322
savage,69,2323
gives,69,2324
"queequeg,",69,2325
listen,69,2326
pressed,69,2327
air.,69,2328
sanctify,69,2329
"company,",69,2330
"throne,",69,2331
bearing,69,2332
slow,69,2333
occasion,69,2334
abroad,69,2335
"places,",69,2336
"hour,",69,2337
"could,",69,2338
absolutely,69,2339
faint,69,2340
violence,69,2341
smith,69,2342
staring,69,2343
village,69,2344
"though,",69,2345
looke,69,2346
"pray,",69,2347
learned,69,2348
hurry,69,2349
remembrance,69,2350
"wind,",69,2351
cunning,69,2352
"afraid,",68,2353
(the,68,2354
"open,",68,2355
news,68,2356
impatient,68,2357
double,68,2358
finger,68,2359
"works,",68,2360
bird,68,2361
happen,68,2362
"houses,",68,2363
worst,68,2364
hole,68,2365
avoid,68,2366
riches,68,2367
loue,68,2368
finally,68,2369
produced,68,2370
agreed,68,2371
voices,68,2372
sufficient,68,2373
cheerful,68,2374
doctor,68,2375
brother.,68,2376
anyone,68,2377
mother.,68,2378
whale;,68,2379
behaviour,68,2380
health,68,2381
"elliot,",68,2382
peace.,68,2383
mistress,68,2384
foundation,68,2385
remove,68,2386
"joseph,",68,2387
flew,68,2388
"far,",68,2389
delightful,68,2390
"blue,",68,2391
path,67,2392
bitter,67,2393
"what,",67,2394
forsaken,67,2395
is.,67,2396
vessel,67,2397
fathers.,67,2398
substance,67,2399
manasseh,67,2400
weak,67,2401
sinned,67,2402
thinke,67,2403
interesting,67,2404
attend,67,2405
belong,67,2406
soldiers,67,2407
thereof:,67,2408
"husband,",67,2409
gain,67,2410
shining,67,2411
colour,67,2412
"suburbs,",67,2413
officers,67,2414
bind,67,2415
board,67,2416
abode,67,2417
basket,67,2418
tone,67,2419
waste,67,2420
speaketh,67,2421
terror,67,2422
yield,67,2423
"gentleman,",67,2424
dress,67,2425
"might,",67,2426
body.,66,2427
1:6,66,2428
destruction,66,2429
1:2,66,2430
enormous,66,2431
flame,66,2432
inside,66,2433
express,66,2434
land;,66,2435
cecilia,66,2436
setting,66,2437
himself;,66,2438
stick,66,2439
calm,66,2440
"seen,",66,2441
safely,66,2442
robert,66,2443
measured,66,2444
let's,66,2445
male,66,2446
lands,66,2447
office,66,2448
liberty,66,2449
said:,66,2450
cool,66,2451
1:5,66,2452
moab,66,2453
judah.,66,2454
honourable,66,2455
1:1,66,2456
"fear,",66,2457
brother's,66,2458
teeth,66,2459
"looked,",66,2460
"beast,",66,2461
"paul,",66,2462
presented,66,2463
begun,66,2464
time;,66,2465
1:4,66,2466
"""as",66,2467
1:3,66,2468
"low,",65,2469
presently,65,2470
smell,65,2471
"arthur,",65,2472
heat,65,2473
"""that's",65,2474
friendly,65,2475
chose,65,2476
lines,65,2477
"neck,",65,2478
musgrove,65,2479
beard,65,2480
1:9,65,2481
sending,65,2482
helped,65,2483
ease,65,2484
divide,65,2485
"heathen,",65,2486
children.,65,2487
maid,65,2488
settle,65,2489
charming,65,2490
benjamin,65,2491
1:10,65,2492
them?,65,2493
arthur,65,2494
"state,",65,2495
"yourself,",65,2496
just.,65,2497
closed,65,2498
flung,65,2499
her:,65,2500
dwelling,65,2501
1:8,65,2502
1:7,65,2503
"letter,",65,2504
"sky,",65,2505
"same,",65,2506
tables,64,2507
western,64,2508
"dark,",64,2509
piedro,64,2510
vision,64,2511
secure,64,2512
goodness,64,2513
isaac,64,2514
dealt,64,2515
scene,64,2516
needs,64,2517
direct,64,2518
keeping,64,2519
sounds,64,2520
resolution,64,2521
brake,64,2522
explain,64,2523
books,64,2524
marianne's,64,2525
proceeded,64,2526
plan,64,2527
ghost,64,2528
amen.,64,2529
themselves.,64,2530
assured,64,2531
bates,64,2532
decided,64,2533
"archer,",64,2534
winter,64,2535
attached,64,2536
shop,64,2537
"iron,",64,2538
silently,63,2539
night;,63,2540
"london,",63,2541
entrance,63,2542
constant,63,2543
now;,63,2544
burden,63,2545
windows,63,2546
fifth,63,2547
"therein,",63,2548
"ears,",63,2549
"statutes,",63,2550
rolling,63,2551
holds,63,2552
tower,63,2553
horrible,63,2554
shouted,63,2555
"youth,",63,2556
archer,63,2557
"am,",63,2558
generation,63,2559
arise,63,2560
lady.,63,2561
"found,",63,2562
"""when",63,2563
"moab,",63,2564
guard,63,2565
'and,63,2566
seas,63,2567
pillars,63,2568
lean,63,2569
"dream,",63,2570
"wrong,",63,2571
"""let",63,2572
stead.,63,2573
"party,",63,2574
circumstances,63,2575
"bow,",63,2576
heathen,63,2577
plant,63,2578
1:11,63,2579
wanting,63,2580
american,63,2581
"suppose,",63,2582
elton's,63,2583
voyage,63,2584
"song,",62,2585
flambeau,62,2586
england,62,2587
awful,62,2588
"dashwood,",62,2589
forsake,62,2590
"mean,",62,2591
kindled,62,2592
approach,62,2593
leg,62,2594
ended,62,2595
cup,62,2596
fowls,62,2597
"yourselves,",62,2598
deck,62,2599
"""it's",62,2600
powers,62,2601
"person,",62,2602
"smile,",62,2603
busy,62,2604
immediate,62,2605
qu.,62,2606
tied,62,2607
"fall,",62,2608
picture,62,2609
"with,",62,2610
"""come",61,2611
too.,61,2612
gone.,61,2613
2:7,61,2614
"""are",61,2615
excuse,61,2616
begged,61,2617
skin,61,2618
absalom,61,2619
nose,61,2620
flock,61,2621
"feelings,",61,2622
offering.,61,2623
2:3,61,2624
2:2,61,2625
ago,61,2626
tent,61,2627
2:6,61,2628
mind.,61,2629
2:4,61,2630
horns,61,2631
bodies,61,2632
"died,",61,2633
engagement,61,2634
"them.""",61,2635
carefully,61,2636
egypt:,61,2637
"book,",61,2638
"benjamin,",61,2639
native,61,2640
"ephraim,",61,2641
2:5,61,2642
creatures,61,2643
wore,61,2644
younger,61,2645
howbeit,61,2646
inclined,61,2647
2:9,61,2648
pair,61,2649
jerusalem:,61,2650
2:8,61,2651
"business,",61,2652
2:1,61,2653
2:10,61,2654
"wisdom,",61,2655
afar,61,2656
jumped,61,2657
"willoughby,",61,2658
roll,61,2659
silence.,60,2660
"happy,",60,2661
laer.,60,2662
inner,60,2663
jehoshaphat,60,2664
3:5,60,2665
asking,60,2666
"caesar,",60,2667
plenty,60,2668
neighbour,60,2669
man:,60,2670
1:12,60,2671
"we,",60,2672
therein.,60,2673
style,60,2674
"spake,",60,2675
3:3,60,2676
occurred,60,2677
"deep,",60,2678
"subject,",60,2679
rulers,60,2680
wept,60,2681
3:1,60,2682
thereof;,60,2683
3:2,60,2684
satisfaction,60,2685
planted,60,2686
"gentlemen,",60,2687
breakfast,60,2688
3:4,60,2689
swung,60,2690
you're,60,2691
"seat,",60,2692
"thus,",60,2693
weeks,60,2694
dancing,60,2695
"forward,",60,2696
"afterwards,",60,2697
preached,60,2698
president,60,2699
delicate,60,2700
love.,60,2701
ship.,60,2702
abomination,60,2703
"lucy,",60,2704
distress,60,2705
bath,60,2706
whoever,60,2707
shore,60,2708
event,60,2709
"""well,""",59,2710
unleavened,59,2711
father:,59,2712
enough.,59,2713
to.,59,2714
immortal,59,2715
worshipped,59,2716
astonished,59,2717
"lost,",59,2718
last.,59,2719
discovered,59,2720
"cattle,",59,2721
paper,59,2722
3:8,59,2723
father;,59,2724
bold,59,2725
3:7,59,2726
consume,59,2727
fault,59,2728
jonah,59,2729
bullock,59,2730
"better,",59,2731
eagerly,59,2732
"cause,",59,2733
forgot,59,2734
perpetual,59,2735
"his,",59,2736
tail,59,2737
loveth,59,2738
roman,59,2739
egyptians,59,2740
"arms,",59,2741
snow,59,2742
almighty,59,2743
start,59,2744
of.,59,2745
"kings,",59,2746
yards,59,2747
"called,",59,2748
1:13,59,2749
"plain,",59,2750
base,59,2751
