Publish_Dates,Mains,Sources,Document_Types,Web_Urls,New_Desks,Section_Names,Snippets
2016-01-05,"Paid Notice: Deaths  ANGELO, JOHN",The New York Times,article,http://query.nytimes.com/gst/fullpage.html?res=9D04E3DB1E3AF936A35752C0A9609D8B63,Classified,Paid Death Notices,"ANGELO--John. The LeFrak family mourns the loss of our dear friend John Angelo. We send our deepest sympathies to his wife Judy, his sons Jack and Jessie, and his daughter Kate. John was a renaissance man, a one-of-a-kind individual who left a lasting impression on everyone he met, and was always fun to be with. We will miss him tremendously. 1/3"
2016-01-05,"Paid Notice: Deaths  ROAMAN, JOYCE",The New York Times,article,http://query.nytimes.com/gst/fullpage.html?res=9901E2DB1E3AF936A35752C0A9609D8B63,Classified,Paid Death Notices,"ROAMAN--Joyce, of Hollywood, FL, 89, passed away January 1, 2016. Joyce is predeceased by her husband Alan Norman Roaman and her son Michael Warren Roaman. She is survived by her daughter Judi Roaman and a daughter-in-law Carla Chammas and a son Peter Michael Roaman, two grandchildren, Benjamin Michael Roaman and Katherine Mixer and her husband Scott Mixer, and three great-grandchildren. Funeral services will be held today, Tuesday, January 5 at 10:30am at Temple Solel in Hollywood, FL. Interment will take place on Wednesday, January 6 at 11am at Mt. Lebanon Cemetery in Glendale, NY. 1/3"
2016-01-05,"Paid Notice: Deaths  RIZZUTO, PATRICIA ANNE",The New York Times,article,http://query.nytimes.com/gst/fullpage.html?res=9806E2DB1E3AF936A35752C0A9609D8B63,Classified,Paid Death Notices,"RIZZUTO--Patricia Anne, 71, of New York, NY passed away on January 1, 2016 in Portland, ME. Patricia was born in Newark, NJ on March 8, 1944 the daughter of Hall of Fame Yankees shortstop Phil Rizzuto and Cora Ann Esselborn Rizzuto. She was an incredibly loving and dedicated mother and grandmother. She enjoyed spending time at her house on Fire Island and playing with her granddaughter Lucia Rizzuto-Michelsen. She is survived by her daughter Jennifer Rizzuto and her daughter-in-law Heidi Michelsen Golden; sister Penny Yetto; brother Philip Rizzuto Jr; and her beloved granddaughter Lucia Rizzuto- Michelsen. 1/3"
2016-01-05,"Paid Notice: Memorials  BENDICH, ALBERT M",The New York Times,article,http://query.nytimes.com/gst/fullpage.html?res=9402E2DB1E3AF936A35752C0A9609D8B63,Classified,Paid Death Notices,"BENDICH--Albert M. June 18, 1929 - January 5, 2015 Dearest Al, It seems like yesterday when you left us. We've lost our brightest light. You've so inspired us in life, by your actions, deeds, words, love and philosophy and will continue to do so - always. Endless love and respect, Pam and your loving family and friends 1/3"
2016-01-05,"Paid Notice: Memorials  WEINSTEIN, RUTH",The New York Times,article,http://query.nytimes.com/gst/fullpage.html?res=950DE2DB1E3AF936A35752C0A9609D8B63,Classified,Paid Death Notices,"WEINSTEIN--Ruth. Beloved wife of Aaron and mother of Robert and Michael. Died January 4, 2006. Gone 10 years and still missed. 1/3"
2016-01-05,Loss of Jarrett Jack Hangs Over a Nets Defeat,The New York Times,article,http://www.nytimes.com/2016/01/05/sports/basketball/boston-celtics-beat-brooklyn-nets-jarrett-jack.html,Sports,Sports,"With Jarrett Jack out for the season after injuring his right knee in Boston last Saturday, the team&#8217;s looseness before a home game against the Celtics proved to be a facade."
2016-01-05,"Cuomo Misses Point, Homeless on Streets Say",The New York Times,article,http://www.nytimes.com/2016/01/05/nyregion/cuomo-misses-point-people-on-streets-say.html,Metro,N.Y. / Region,Gov. Andrew M. Cuomo’s executive order directing authorities to pull homeless people off the streets in freezing weather has angered the very people it claims to protect.
2016-01-05,Success Academy Principal Who Created &#8216;Got to Go&#8217; List Takes Leave,The New York Times,article,http://www.nytimes.com/2016/01/05/nyregion/success-academy-principal-who-created-got-to-go-list-takes-leave.html,Metro,N.Y. / Region,The principal at a Brooklyn Success Academy charter school who created a &#8220;Got to Go&#8221; list of difficult students was sued by four parents last month.
2016-01-05,Architect’s Modernist Legacy Crosses the Hudson,The New York Times,article,http://www.nytimes.com/2016/01/05/nyregion/architects-modernist-legacy-crosses-the-hudson.html,Metro,N.Y. / Region,"When Charles Gwathmey died in 2009, New York City lost one of its most influential architects, but his aesthetic of clean lines and grand geometries continues."
2016-01-05,Rangers Look to Reverse Slide as Season&#8217;s Midpoint Nears,The New York Times,article,http://www.nytimes.com/2016/01/05/sports/hockey/rangers-look-to-reverse-slide-as-seasons-midpoint-nears.html,Sports,Sports,"The Rangers have gone 5-11-2 in their last 18 games after beginning with a 16-3-2 mark, and several key players, including goaltender Henrik Lundqvist, have performed below expectations."
2016-01-05,"At Golf Outing, Furs and Friendship Trump Cold",The New York Times,article,http://www.nytimes.com/2016/01/05/nyregion/at-golf-outing-furs-and-friendship-trump-cold.html,Metro,N.Y. / Region,"The Mink Open golf tournament on Staten Island, held every January in the cold, is more about friendship and furs than fairway dominance."
2016-01-05,A Family Reunites and Embraces a Fresh Set of Priorities,The New York Times,article,http://www.nytimes.com/2016/01/05/nyregion/a-family-reunites-and-embraces-a-fresh-set-of-priorities.html,Metro,N.Y. / Region,"After years of conflict with her mother, Brianna Lebron is focused on mending fences and creating a better life for herself and her infant son."
2016-01-05,"Enshrined or Not, Hall of Fame Candidates Left Imprints on Baseball",The New York Times,article,http://www.nytimes.com/2016/01/05/sports/baseball/baseball-hall-of-fame-ballots-ken-griffey-jr.html,Sports,Sports,"Ken Griffey Jr. is a lock to be elected to the Hall of Fame this week, but the other first-time candidates also created fascinating moments, with big hits and catches — as well as drops."
2016-01-05,"Bill Clinton, the Subdued Spouse, Makes His Campaign Debut",The New York Times,article,http://www.nytimes.com/2016/01/05/us/politics/bill-clinton-the-subdued-spouse-makes-his-campaign-debut.html,National,U.S.,"The former president kept the focus on Hillary Clinton and not her opponents, or himself, in his first solo campaign swing in New Hampshire this election."
2016-01-05,Panthers Lose Cornerback to Knee Injury,The New York Times,article,http://www.nytimes.com/2016/01/05/sports/football/nfl-roundup.html,Sports,Sports,"Charles Tillman, a starter for top-seeded Carolina, was injured in Sunday&#8217;s win over Tampa Bay and will miss the playoffs."
2016-01-05,"Robert Stigwood, Impresario of Rock, Film and Stage, Is Dead at 81",The New York Times,article,http://www.nytimes.com/2016/01/05/arts/music/robert-stigwood-entrepreneur-of-rock-and-film-is-dead-at-81.html,Culture,Arts,"Mr. Stigwood&#8217;s name was attached to films, albums and theatrical productions that identified an era in music."
2016-01-05,The President Acts on Gun Violence,The New York Times,article,http://www.nytimes.com/2016/01/05/opinion/the-president-acts-on-gun-violence.html,Editorial,Opinion,"Congressional Republicans won’t pass even basic, sensible gun-safety measures, so Mr. Obama is doing what he can through executive actions."
2016-01-05,"Republicans Turn Up Heat in Iowa, Setting Aside Good for Bad and Ugly",The New York Times,article,http://www.nytimes.com/2016/01/05/us/politics/republicans-turn-up-heat-in-iowa-setting-aside-good-for-bad-and-ugly.html,National,U.S.,"The presidential candidates, even the once-cheery Marco Rubio, are warning of dark, dangerous times and taking personal potshots at President Obama and Hillary Clinton."
2016-01-05,"Ryan Fitzpatrick Laments After the Jets’ Big Loss, but Reflects on Returning",The New York Times,article,http://www.nytimes.com/2016/01/05/sports/football/after-big-loss-the-jets-ryan-fitzpatrick-laments-but-reflects-on-returning.html,Sports,Sports,"Still stung by Sunday’s defeat, quarterback Ryan Fitzpatrick, a pending free agent, acknowledged that he hoped to remain with the Jets."
2016-01-05,"Jason Wingreen, Actor Who Voiced Boba Fett, Dies at 95",The New York Times,article,http://www.nytimes.com/2016/01/05/arts/television/jason-wingreen-the-original-boba-fett-dies-at-95.html,Culture,Arts,Mr. Wingreen&#8217;s long list of television roles included that of Harry the bartender on &#8220;All in the Family&#8221; and &#8220;Archie Bunker&#8217;s Place.&#8221;
2016-01-05,Lion Point Capital to Nominate 2 Candidates to Ally Financial’s Board,The New York Times,article,http://www.nytimes.com/2016/01/05/business/lion-point-capital-to-nominate-2-candidates-to-ally-financials-board.html,Business,Business Day,The hedge fund may also want a sale of the company.
2016-01-05,A Growing Conflict in Wall St. Buyouts,The New York Times,article,http://www.nytimes.com/2016/01/05/business/dealbook/a-growing-conflict-in-wall-st-buyouts.html,Business,Business Day,"An insidious relationship has developed between the largest private equity firms, the banks that lend them billions to fund buyouts, and the law firms that advise on these deals."
2016-01-05,Cavs Rout Raptors as Irving Scores a Season-High 25,The New York Times,article,http://www.nytimes.com/2016/01/05/sports/basketball/nba-roundup.html,Sports,Sports,"Kyrie Irving, playing just his sixth game of the season after returning from a broken kneecap, shot 10 of 16 from the field and added 8 assists and 6 rebounds in the win over Toronto."
2016-01-05,Questions Over Cuomo’s Order on Homelessness,The New York Times,article,http://www.nytimes.com/2016/01/05/nyregion/questions-over-cuomos-order-on-homelessness.html,Metro,N.Y. / Region,Gov. Andrew M. Cuomo’s plan to forcibly take people to shelters as temperatures drop has drawn scrutiny.
2016-01-05,Puerto Rico Defaults on Debt Payments ,The New York Times,article,http://www.nytimes.com/2016/01/05/business/dealbook/puerto-rico-defaults-on-debt-payments.html,Business,Business Day,"The default on about $174 million was expected, but the decision of the island&#8217;s governor, Alejandro Garc&#237;a Padilla, to order a &#8220;clawback&#8221; of cash draws criticism."
2016-01-05,Central African Republic: A Call by Candidates to Halt Vote Count,The New York Times,article,http://www.nytimes.com/2016/01/05/world/africa/central-african-republic-a-call-by-candidates-to-halt-vote-count.html,Foreign,World,"The tallying of the national elections must stop, about two-thirds of the 30 Central African Republic presidential candidates said Monday, alleging fraud."
2016-01-05,Arrests Begin for Migrants Who Lost Asylum Cases,The New York Times,article,http://www.nytimes.com/2016/01/05/us/arrests-begin-for-migrants-who-lost-asylum-cases.html,National,U.S.,"Federal agents arrested 121 migrants for deportation, the government said, starting a wave of removals of parents and children who arrived in 2014 and failed to win asylum in immigration courts."
2016-01-05,"Haiti: Panel Says Election Irregularities Were Due to Incompetence, Not Fraud",The New York Times,article,http://www.nytimes.com/2016/01/05/world/americas/haiti-panel-says-election-irregularities-were-due-to-incompetence-not-fraud.html,Foreign,World,A commission that evaluated Haiti’s presidential election said that most of the irregularities it found in first-round voting were the result of widespread ineptitude by poll workers.
2016-01-05,Shiite Cleric Gained in Status as a Rivalry Deepened,The New York Times,article,http://www.nytimes.com/2016/01/05/world/middleeast/shiite-cleric-gained-in-status-as-a-rivalry-deepened.html,Foreign,World,"The rise to prominence of Sheikh Nimr al-Nimr, who was scarcely known outside of Saudi Arabia before his arrest in 2012, corresponds closely with the intensification of the rivalry between Shiite Iran and Sunni Saudi Arabia."
2016-01-05,Ex-Officer Freed Pending Trial in Killing of Walter Scott,The New York Times,article,http://www.nytimes.com/2016/01/05/us/ex-officer-freed-pending-trial-in-killing-of-walter-scott.html,National,U.S.,"Michael Slager, a former South Carolina police officer who faces murder charges, was released on bond in the shooting of Mr. Scott, an unarmed black man."
